symbol,name,exchange,listing_date
SPT,Sprout Social Inc Class A,NASDAQ,13-12-2019
SPTB,SPDR PORTFOLIO TREASURY ETF ,NYSE ARCA,21-05-2024
SPTE,SP Funds S&P Global Technology ETF,NYSE ARCA,01-12-2023
SPTI,SPDR(R) PORTFOLIO INTERMEDIATE TERM TREASURY ETF ,NYSE ARCA,30-05-2007
SPTK,SportsTek Acquisition Corp - Class A,NASDAQ,09-04-2021
SPTKW,SportsTek Acquisition Corp - Warrants (16/02/2028),NASDAQ,09-04-2021
SPTL,SPDR(R) PORTFOLIO LONG TERM TREASURY ETF ,NYSE ARCA,30-05-2007
SPTM,SPDR(R) PORTFOLIO S&P 1500 COMPOSITE STOCK MARKET ETF ,NYSE ARCA,10-10-2000
SPTN,SpartanNash Company,NASDAQ,02-08-2000
SPTS,SPDR(R) PORTFOLIO SHORT TERM TREASURY ETF ,NYSE ARCA,01-12-2011
SPUC,SIMPLIFY US EQUITY PLUS UPSIDE CONVEXITY ETF ,NYSE ARCA,04-09-2020
SPUS,SP FUNDS S&P 500 SHARIA INDUSTRY EXCLUSIONS ETF ,NYSE ARCA,18-12-2019
SPUU,DIREXION DAILY S&P 500(R) BULL 2X SHARES ,NYSE ARCA,06-06-2014
SPVM,Invesco Russell Top 200 Pure Value ETF,NYSE ARCA,16-06-2011
SPVU,INVESCO S&P 500 ENHANCED VALUE ETF ,NYSE ARCA,09-10-2015
SPWH,Sportsman`s Warehouse Holdings Inc,NASDAQ,17-04-2014
SPWO,SP Funds S&P World (ex-US) ETF,NYSE ARCA,20-12-2023
SPWR,,NASDAQ,21-08-2024
SPXC,SPX Technologies Inc,NYSE,01-07-1985
SPXE,PROSHARES S&P 500 EX-ENERGY ETF ,NYSE ARCA,24-09-2015
SPXL,DIREXION DAILY S&P 500(R) BULL 3X SHARES ,NYSE ARCA,05-11-2008
SPXN,PROSHARES S&P 500 EX-FINANCIALS ETF ,NYSE ARCA,24-09-2015
SPXS,DIREXION DAILY S&P 500(R) BEAR 3X SHARES ,NYSE ARCA,19-11-2008
SPXT,PROSHARES S&P 500 EX-TECHNOLOGY ETF ,NYSE ARCA,24-09-2015
SPXU,PROSHARES ULTRAPRO SHORT S&P500 ,NYSE ARCA,25-06-2009
SPXV,PROSHARES S&P 500 EX-HEALTH CARE ETF ,NYSE ARCA,24-09-2015
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,NYSE,23-11-2005
SPY,SPDR S&P 500 ETF Trust,NYSE ARCA,29-01-1993
SPYB,Tradr 2X Long SPY Weekly ETF,NASDAQ,03-09-2024
SPYC,SIMPLIFY US EQUITY PLUS CONVEXITY ETF ,NYSE ARCA,04-09-2020
SPYD,SPDR(R) PORTFOLIO S&P 500 HIGH DIVIDEND ETF ,NYSE ARCA,22-10-2015
SPYG,SPDR(R) PORTFOLIO S&P 500 GROWTH ETF ,NYSE ARCA,02-10-2000
SPYI,NEOS S&P 500 High Income ETF,BATS,30-08-2022
SPYM,Tradr 2X Long SPY Monthly ETF,NASDAQ,03-09-2024
SPYQ,Tradr 2X Long SPY Quarterly ETF,NASDAQ,01-10-2024
SPYT,DEFIANCE S&P 500 INCOME TARGET ETF ,NYSE ARCA,07-03-2024
SPYU,Bank of Montreal,NYSE ARCA,04-12-2023
SPYV,SPDR(R) PORTFOLIO S&P 500 VALUE ETF ,NYSE ARCA,02-10-2000
SPYX,SPDR S&P 500 FOSSIL FUEL RESERVES FREE ETF ,NYSE ARCA,01-12-2015
SQEW,LeaderShares Equity Skew ETF,NYSE ARCA,12-05-2020
SQFT,Presidio Property Trust Inc - Class A,NASDAQ,07-10-2020
SQFTP,Presidio Property Trust Inc,NASDAQ,11-06-2021
SQFTW,Presidio Property Trust Inc - Warrants (24/01/2027),NASDAQ,24-01-2022
SQLV,ROYCE QUANT SMALL-CAP QUALITY VALUE ETF ,NASDAQ,13-07-2017
SQM,Sociedad Quimica Y Minera de Chile S.A.,NYSE,21-09-1993
SQNS,Sequans Communications S.A,NYSE,19-04-2011
SQQQ,ProShares UltraPro Short QQQ -3x Shares,NASDAQ,11-02-2010
SQY,YIELDMAX SQ OPTION INCOME STRATEGY ETF ,NYSE ARCA,11-10-2023
SR,Spire Inc,NYSE,05-11-1987
SR-P-A,Spire Inc,NYSE,15-05-2019
SRAD,Sportradar Group AG - Class A,NASDAQ,14-09-2021
SRAX,SRAX Inc - Class A,NASDAQ,03-12-2012
SRBK,SR Bancorp Inc,NASDAQ,20-09-2023
SRCE,1st Source Corp,NASDAQ,03-09-1996
SRDX,Surmodics Inc,NASDAQ,04-03-1998
SRE,Sempra,NYSE,29-06-1998
SREA,Sempra,NYSE,27-06-2019
SRET,GLOBAL X SUPERDIVIDEND REIT ETF ,NASDAQ,17-03-2015
SRFM,Surf Air Mobility Inc,NYSE,27-07-2023
SRG,Seritage Growth Properties - Class A,NYSE,06-07-2015
SRG-P-A,Seritage Growth Properties,NYSE,11-12-2017
SRHQ,SRH U.S. QUALITY ETF ,NYSE ARCA,05-10-2022
SRHR,SRH REIT Covered Call ETF,NYSE ARCA,02-11-2023
SRI,Stoneridge Inc,NYSE,10-10-1997
SRL,Scully Royalty Ltd,NYSE,02-01-2001
SRLN,SPDR BLACKSTONE SENIOR LOAN ETF ,NYSE ARCA,04-04-2013
SRM,SRM Entertainment Inc,NASDAQ,15-08-2023
SROI,Calamos Antetokounmpo Global Sustainable Equities ETF,NYSE ARCA,06-02-2023
SRPT,Sarepta Therapeutics Inc,NASDAQ,04-06-1997
SRRK,Scholar Rock Holding Corp,NASDAQ,24-05-2018
SRS,ProShares UltraShort Real Estate -2x Shares,NYSE ARCA,01-02-2007
SRTS,Sensus Healthcare Inc,NASDAQ,26-07-2016
SRTY,PROSHARES ULTRAPRO SHORT RUSSELL2000 ,NYSE ARCA,11-02-2010
SRV,NXG Cushing Midstream Energy Fund,NYSE,27-08-2007
SRV-R,NXG Cushing Midstream Energy Fund Rights expiring December 14 2023 Rights,NYSE,22-11-2023
SRV-R-W,NXG Cushing Midstream Energy Fund Rights expiring December 14 2023 Rights when issued,NYSE,17-11-2023
SRVR,PACER DATA & INFRASTRUCTURE REAL ESTATE ETF ,NYSE ARCA,16-05-2018
SRZN,Surrozen Inc,NASDAQ,11-01-2021
SRZNW,Surrozen Inc - Warrants (01/08/2026),NASDAQ,12-08-2021
SSB,SouthState Corporation,NASDAQ,28-01-1997
SSBI,Summit State Bank,NASDAQ,14-07-2006
SSBK,Southern States Bancshares Inc,NASDAQ,12-08-2021
SSD,Simpson Manufacturing Co. Inc,NYSE,26-05-1994
SSFI,DAY HAGAN/NED DAVIS RESEARCH SMART SECTOR FIXED INCOME ETF ,NYSE ARCA,29-09-2021
SSG,ProShares UltraShort Semiconductors -2x Shares,NYSE ARCA,01-02-2007
SSKN,STRATA Skin Sciences Inc,NASDAQ,28-10-2005
SSL,Sasol Ltd,NYSE,26-04-1982
SSNC,SS&C Technologies Holdings Inc,NASDAQ,31-03-2010
SSO,PROSHARES ULTRA S&P500 ,NYSE ARCA,21-06-2006
SSP,E.W. Scripps Co. - Class A,NASDAQ,26-03-1990
SSPX,JANUS HENDERSON U.S. SUSTAINABLE EQUITY ETF ,NYSE ARCA,09-09-2021
SSPY,Stratified LargeCap Index ETF,NYSE ARCA,30-09-2024
SSRM,SSR Mining Inc,NASDAQ,01-08-1996
SSSS,SuRo Capital Corp,NASDAQ,28-04-2011
SSSSL,SuRo Capital Corp,NASDAQ,17-12-2021
SST,System1 Inc - Class A,NYSE,07-08-2020
SST-WS,System1 Inc Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of 11.50 per share,NYSE,28-01-2022
SSTI,SoundThinking Inc,NASDAQ,07-06-2017
SSTK,Shutterstock Inc,NYSE,11-10-2012
SSUS,DAY HAGAN/NED DAVIS RESEARCH SMART SECTOR ETF ,NYSE ARCA,17-01-2020
SSXU,DAY HAGAN/NED DAVIS RESEARCH SMART SECTOR INTERNATIONAL ETF ,NYSE ARCA,01-07-2022
SSY,Sunlink Health Systems Inc,NYSE MKT,26-03-1990
SSYS,Stratasys Ltd,NASDAQ,21-10-1994
ST,Sensata Technologies Holding Plc,NYSE,11-03-2010
STAA,Staar Surgical Company,NASDAQ,02-03-1992
STAF,Staffing 360 Solutions Inc,NASDAQ,15-02-2013
STAG,STAG Industrial Inc,NYSE,15-04-2011
STAX,MACQUARIE TAX-FREE USA SHORT TERM ETF ,NYSE ARCA,29-11-2023
STBA,S & T Bancorp Inc,NASDAQ,21-04-1992
STBF,PERFORMANCE TRUST SHORT TERM BOND ETF ,BATS,09-04-2024
STBX,Starbox Group Holdings Ltd,NASDAQ,23-08-2022
STC,Stewart Information Services Corp,NYSE,28-03-1990
STCE,Schwab Crypto Thematic ETF,NYSE ARCA,04-08-2022
STE,Steris Plc,NYSE,01-06-1992
STEC,Santech Holdings Ltd,NASDAQ,26-03-2021
STEL,Stellar Bancorp Inc,NYSE,08-11-2017
STEM,Stem Inc - Class A,NYSE,08-10-2020
STEP,StepStone Group Inc - Class A,NASDAQ,16-09-2020
STEW,SRH Total Return Fund Inc,NYSE,04-04-2022
STFS,Star Fashion Culture Holdings Ltd - Class A,NASDAQ,11-10-2024
STG,Sunlands Technology Group,NYSE,23-03-2018
STGW,Stagwell Inc - Class A,NASDAQ,03-08-2021
STHO,Star Holdings,NASDAQ,31-03-2023
STHOV,Star Holdings Shares of Beneficial Interest,NASDAQ,28-03-2023
STI,Solidion Technology Inc,NASDAQ,02-02-2024
STIM,Neuronetics Inc,NASDAQ,28-06-2018
STIP,ISHARES 0-5 YEAR TIPS BOND ETF ,NYSE ARCA,03-12-2010
STK,Columbia Seligman Premium Technology Growth Fund Inc,NYSE,27-11-2009
STKH,Steakholder Foods Ltd,NASDAQ,12-03-2021
STKL,Sunopta Inc,NASDAQ,26-03-1990
STKS,ONE Group Hospitality Inc,NASDAQ,27-06-2014
STLA,Stellantis N.V,NYSE,09-06-2010
STLD,Steel Dynamics Inc,NASDAQ,22-11-1996
STLV,ISHARES FACTORS US VALUE STYLE ETF ,BATS,16-01-2020
STM,ST Microelectronics,NYSE,08-12-1994
STN,Stantec Inc,NYSE,05-08-2005
STNC,Hennessy Stance ESG ETF,NYSE ARCA,16-03-2021
STNE,StoneCo Ltd - Class A,NASDAQ,25-10-2018
STNG,Scorpio Tankers Inc,NYSE,31-03-2010
STOK,Stoke Therapeutics Inc,NASDAQ,19-06-2019
STOT,SPDR DOUBLELINE SHORT DURATION TOTAL RETURN TACTICAL ETF ,BATS,14-04-2016
STPZ,PIMCO 1-5 YEAR U.S. TIPS INDEX EXCHANGE-TRADED FUND ,NYSE ARCA,21-08-2009
STR,Sitio Royalties Corp - Class A,NYSE,08-09-2017
STRA,Strategic Education Inc,NASDAQ,26-07-1996
STRL,Sterling Infrastructure Inc,NASDAQ,18-08-1995
STRM,Streamline Health Solutions Inc,NASDAQ,18-04-1996
STRO,Sutro Biopharma Inc,NASDAQ,27-09-2018
STRR,Star Equity Holdings Inc,NASDAQ,10-06-2004
STRRP,Star Equity Holdings Inc,NASDAQ,13-09-2019
STRS,Stratus Properties Inc,NASDAQ,04-03-1993
STRT,Strattec Security Corp,NASDAQ,24-02-1995
STRV,STRIVE 500 ETF ,NYSE ARCA,15-09-2022
STRW,Strawberry Fields Reit Inc,NYSE MKT,21-09-2022
STSB,STANCE SUSTAINABLE BETA ETF ,BATS,16-04-2020
STSS,Sharps Technology Inc,NASDAQ,14-04-2022
STSSW,Sharps Technology Inc - Warrants (13/04/2027),NASDAQ,14-04-2022
STT,State Street Corp,NYSE,09-07-1986
STT-P-G,State Street Corp,NYSE,12-02-2007
STTK,Shattuck Labs Inc,NASDAQ,09-10-2020
STVN,Stevanato Group Spa,NYSE,16-07-2021
STWD,Starwood Property Trust Inc,NYSE,12-08-2009
STX,Seagate Technology Holdings Plc,NASDAQ,11-12-2002
STXD,STRIVE 1000 DIVIDEND GROWTH ETF ,NASDAQ,10-11-2022
STXE,STRIVE EMERGING MARKETS EX-CHINA ETF ,NYSE ARCA,31-01-2023
STXG,STRIVE 1000 GROWTH ETF ,NASDAQ,10-11-2022
STXI,STRIVE INTERNATIONAL DEVELOPED MARKETS ETF ,NYSE,26-06-2024
STXK,STRIVE SMALL-CAP ETF ,NASDAQ,10-11-2022
STXM,STRIVE MID-CAP ETF ,NYSE,11-04-2024
STXS,Stereotaxis Inc,NYSE MKT,12-08-2004
STXT,STRIVE TOTAL RETURN BOND ETF ,NYSE,10-08-2023
STXV,STRIVE 1000 VALUE ETF ,NASDAQ,10-11-2022
STZ,Constellation Brands Inc - Class A,NYSE,17-03-1992
STZ-B,Constellation Brands Inc - Class B,NYSE,17-07-2002
SU,Suncor Energy Inc,NYSE,01-12-1993
SUB,ISHARES SHORT-TERM NATIONAL MUNI BOND ETF ,NYSE ARCA,07-11-2008
SUGP,SU Group Holdings Ltd,NASDAQ,24-01-2024
SUI,Sun Communities Inc,NYSE,09-12-1993
SUN,Sunoco LP,NYSE,20-09-2012
SUNE,Pineapple Energy Inc,NASDAQ,26-03-1990
SUNS,SLR Senior Investment Corp,NASDAQ,25-02-2011
SUNSV,Sunrise Realty Trust Inc,NASDAQ,09-07-2024
SUP,Superior Industries International Inc,NYSE,03-07-1985
SUPL,PROSHARES SUPPLY CHAIN LOGISTICS ETF ,NYSE ARCA,07-04-2022
SUPN,Supernus Pharmaceuticals Inc,NASDAQ,01-05-2012
SUPP,TCW Transform Supply Chain ETF,BATS,15-02-2023
SUPV,Grupo Supervielle S.A.,NYSE,19-05-2016
SURE,ADVISORSHARES INSIDER ADVANTAGE ETF ,NYSE ARCA,05-10-2011
SURF,Surface Oncology Inc,NASDAQ,19-04-2018
SURG,Surgepays Inc,NASDAQ,22-09-2005
SURI,SIMPLIFY PROPEL OPPORTUNITIES ETF ,NYSE ARCA,08-02-2023
SUSA,ISHARES MSCI USA ESG SELECT ETF ,NYSE ARCA,28-01-2005
SUSB,ISHARES ESG AWARE 1-5 YEAR USD CORPORATE BOND ETF ,NASDAQ,18-07-2017
SUSC,ISHARES ESG AWARE USD CORPORATE BOND ETF ,NASDAQ,20-07-2017
SUSL,ISHARES ESG MSCI USA LEADERS ETF ,NASDAQ,10-05-2019
SUZ,Suzano S.A.,NYSE,16-08-2007
SVA,Sinovac Biotech Ltd,NASDAQ,03-11-2003
SVAL,ISHARES US SMALL CAP VALUE FACTOR ETF ,BATS,29-10-2020
SVC,Service Properties Trust,NASDAQ,17-08-1995
SVCCU,Stellar V Capital Corp - Units (1 Ord Cls A & 1/2 War),NASDAQ,30-01-2025
SVCO,Silvaco Group Inc,NASDAQ,09-05-2024
SVFAU,SVF Investment Corp - Units (1 Ord Share Class A & 1/5 War),NASDAQ,08-01-2021
SVII,Spring Valley Acquisition Corp II - Class A,NASDAQ,28-10-2022
SVIIR,Spring Valley Acquisition Corp II,NASDAQ,28-10-2022
SVIIU,Spring Valley Acquisition Corp II - Units (1 Ord Class A 1 Right & 1/2 War),NASDAQ,13-10-2022
SVIIW,Spring Valley Acquisition Corp II - Warrants (12/10/2027),NASDAQ,28-10-2022
SVIX,1x Short VIX Futures ETF,BATS,30-03-2022
SVM,Silvercorp Metals Inc,NYSE MKT,02-05-2005
SVNAU,7 Acquisition Corp - Units (1 Ord Share Class A & 1/2 War),NASDAQ,05-11-2021
SVOL,SIMPLIFY VOLATILITY PREMIUM ETF ,NYSE ARCA,13-05-2021
SVRA,Savara Inc,NASDAQ,29-04-2004
SVRE,SaverOne 2014 Ltd,NASDAQ,03-06-2022
SVREW,SaverOne 2014 Ltd - Warrants(04/05/2027),NASDAQ,03-06-2022
SVT,Servotronics Inc,NYSE MKT,03-05-1973
SVV,Savers Value Village Inc,NYSE,29-06-2023
SVXY,ProShares Short VIX Short-Term Futures ETF -1x Shares,BATS,04-10-2011
SW,Smurfit WestRock plc,NYSE,08-07-2024
SWAG,Stran & Company Inc,NASDAQ,09-11-2021
SWAGW,Stran & Company Inc - Warrants (01/11/2026),NASDAQ,09-11-2021
SWAN,Amplify BlackSwan Growth & Treasury Core ETF,NYSE ARCA,06-11-2018
SWBI,Smith & Wesson Brands Inc,NASDAQ,17-08-1999
SWEB,AXS Short China Internet ETF,NASDAQ,02-05-2022
SWET,Athlon Acquisition Corp - Class A,NASDAQ,05-03-2021
SWETU,Athlon Acquisition Corp - Units (1 Ord Class A & 1/2 War),NASDAQ,12-01-2021
SWETW,Athlon Acquisition Corp - Warrants (12/01/2026),NASDAQ,05-03-2021
SWI,SolarWinds Corp,NYSE,19-10-2018
SWIM,Latham Group Inc,NASDAQ,23-04-2021
SWIN,Solowin Holdings,NASDAQ,07-09-2023
SWK,Stanley Black & Decker Inc,NYSE,01-07-1985
SWKH,Swk Holdings Corp,NASDAQ,01-06-2009
SWKHL,Swk Holdings Corp,NASDAQ,04-10-2023
SWKS,Skyworks Solutions Inc,NASDAQ,07-09-1984
SWP,SWP Growth & Income ETF,NASDAQ,25-09-2024
SWTX,SpringWorks Therapeutics Inc,NASDAQ,13-09-2019
SWVL,Swvl Holdings Corp - Class A,NASDAQ,31-03-2022
SWVLW,Swvl Holdings Corp - Warrants (31/03/2027),NASDAQ,01-04-2022
SWX,Southwest Gas Holdings Inc,NYSE,30-12-1987
SWZ,Swiss Helvetia Fund Inc,NYSE,05-01-1988
SXC,SunCoke Energy Inc,NYSE,21-07-2011
SXI,Standex International Corp,NYSE,30-12-1987
SXQG,ETC 6 MERIDIAN QUALITY GROWTH ETF ,NYSE ARCA,11-05-2021
SXT,Sensient Technologies Corp,NYSE,05-01-1988
SXTC,China SXT Pharmaceuticals Inc,NASDAQ,29-04-2024
SXTP,60 Degrees Pharmaceuticals Inc,NASDAQ,12-07-2023
SXTPW,60 Degrees Pharmaceuticals Inc - Warrants (16/05/2028),NASDAQ,12-07-2023
SY,So-Young International Inc,NASDAQ,02-05-2019
SYBT,Stock Yards Bancorp Inc,NASDAQ,26-03-1993
SYBX,Synlogic Inc,NASDAQ,01-10-2015
SYF,Synchrony Financial,NYSE,31-07-2014
SYF-P-A,Synchrony Financial,NYSE,07-11-2019
SYFI,AB SHORT DURATION HIGH YIELD ETF ,NYSE ARCA,10-06-2024
SYK,Stryker Corp,NYSE,01-02-1988
SYLD,CAMBRIA SHAREHOLDER YIELD ETF ,BATS,14-05-2013
SYM,Symbotic Inc - Class A,NASDAQ,09-03-2021
SYNA,Synaptics Inc,NASDAQ,29-01-2002
SYNB,Putnam BioRevolution ETF,NYSE ARCA,30-09-2022
SYNX,Silynxcom Ltd,NYSE MKT,12-01-2024
SYPR,Sypris Solutions Inc,NASDAQ,19-05-1994
SYRA,Syra Health Corp - Class A,NASDAQ,29-09-2023
SYRE,Spyre Therapeutics Inc,NASDAQ,07-04-2016
SYRS,Syros Pharmaceuticals Inc,NASDAQ,30-06-2016
SYT,SYLA Technologies Co Ltd,NASDAQ,31-03-2023
SYTA,Siyata Mobile Inc,NASDAQ,22-09-2017
SYTAW,Siyata Mobile Inc - Warrants (25/09/2025),NASDAQ,25-09-2020
SYY,Sysco Corp,NYSE,08-05-1973
SZK,PROSHARES ULTRASHORT CONSUMER STAPLES ,NYSE ARCA,01-02-2007
SZNE,PACER CFRA-STOVALL EQUAL WEIGHT SEASONAL ROTATION ETF ,NYSE ARCA,24-07-2018
T,AT&T Inc,NYSE,19-07-1984
T-P-A,AT&T Inc,NYSE,06-12-2019
T-P-C,AT&T Inc,NYSE,13-02-2020
TAC,Transalta Corp,NYSE,31-07-2001
TACK,FAIRLEAD TACTICAL SECTOR ETF ,NYSE ARCA,23-03-2022
TACT,Transact Technologies Inc,NASDAQ,22-08-1996
TAFI,AB TAX-AWARE SHORT DURATION MUNICIPAL ETF ,NYSE ARCA,14-09-2022
TAFL,AB Tax-Aware Long Municipal ETF,NYSE ARCA,13-12-2023
TAFM,AB Tax-Aware Intermediate Municipal ETF,NYSE ARCA,13-12-2023
TAGG,T. ROWE PRICE QM U.S. BOND ETF ,NYSE ARCA,29-09-2021
TAGS,Teucrium Agricultural Fund,NYSE ARCA,28-03-2012
TAIL,CAMBRIA TAIL RISK ETF ,BATS,13-06-2017
TAIT,Taitron Components Inc - Class A,NASDAQ,19-04-1995
TAK,Takeda Pharmaceutical Company,NYSE,27-10-2008
TAL,TAL Education Group,NYSE,20-10-2010
TALK,Talkspace Inc,NASDAQ,30-07-2020
TALKW,Talkspace Inc - Warrants (21/06/2025),NASDAQ,30-07-2020
TALO,Talos Energy Inc,NYSE,10-05-2018
TAN,INVESCO SOLAR ETF ,NYSE ARCA,15-04-2008
TANH,Tantech Holdings Ltd,NASDAQ,24-03-2015
TANNI,TravelCenters of America Inc,NASDAQ,22-01-2013
TANNL,TravelCenters of America Inc,NASDAQ,19-12-2014
TANNZ,TravelCenters of America Inc,NASDAQ,09-10-2015
TAOP,Taoping Inc,NASDAQ,12-09-2006
TAP,Molson Coors Beverage Company - Class B,NYSE,07-09-1984
TAP-A,Molson Coors Beverage Company - Class A,NYSE,27-02-2006
TARA,Protara Therapeutics Inc,NASDAQ,22-10-2014
TARK,TRADR 2X LONG INNOVATION ETF ,NASDAQ,02-05-2022
TARS,Tarsus Pharmaceuticals Inc,NASDAQ,16-10-2020
TASK,TaskUs Inc Class A,NASDAQ,11-06-2021
TATT,TAT Technologies Ltd,NASDAQ,11-03-1993
TAVI,Tavia Acquisition Corp,NASDAQ,20-12-2024
TAVIR,Tavia Acquisition Corp,NASDAQ,20-12-2024
TAVIU,Tavia Acquisition Corp - Units (1 Ord Shs & 1 Rts),NASDAQ,04-12-2024
TAX,CAMBRIA TAX AWARE ETF ,NASDAQ,02-07-2012
TAXE,T. ROWE PRICE INTERMEDIATE MUNICIPAL INCOME ETF ,NASDAQ,10-07-2024
TAXF,AMERICAN CENTURY DIVERSIFIED MUNICIPAL BOND ETF ,NYSE ARCA,12-09-2018
TAXX,BondBloxx IR+M Tax-Aware Short Duration ETF,NYSE ARCA,14-03-2024
TAYD,Taylor Devices Inc,NASDAQ,18-08-1995
TBB,AT&T Inc,NYSE,06-11-2017
TBBB,BBB Foods Inc - Class A,NYSE,09-02-2024
TBBK,Bancorp Inc (The),NASDAQ,03-02-2004
TBC,AT&T Inc,NYSE,08-08-2018
TBCH,Turtle Beach Corp,NASDAQ,05-10-2010
TBF,PROSHARES SHORT 20+ YEAR TREASURY ,NYSE ARCA,20-08-2009
TBFC,THE BRINSMERE FUND - CONSERVATIVE ETF ,NYSE ARCA,16-01-2024
TBFG,THE BRINSMERE FUND - GROWTH ETF ,NYSE ARCA,16-01-2024
TBG,TBG DIVIDEND FOCUS ETF ,NYSE ARCA,07-11-2023
TBI,TrueBlue Inc,NYSE,01-02-1995
TBIL,US TREASURY 3 MONTH BILL ETF ,NASDAQ,09-08-2022
TBJL,Innovator 20+ Year Treasury Bond 9 Buffer ETF - July,BATS,18-08-2020
TBLA,Taboola.com Ltd,NASDAQ,30-06-2021
TBLAW,Taboola.com Ltd - Warrants (29/06/2026),NASDAQ,28-10-2020
TBLD,Thornburg Income Builder Opportunities Trust,NASDAQ,28-07-2021
TBLL,INVESCO SHORT TERM TREASURY ETF ,NYSE ARCA,12-01-2017
TBLU,Ecofin Global Water ESG Fund,NYSE ARCA,15-02-2017
TBMC,Trailblazer Merger Corp I - Class A,NASDAQ,15-05-2023
TBMCR,Trailblazer Merger Corp I,NASDAQ,15-05-2023
TBMCU,Trailblazer Merger Corp I - Units (1 Ord Class A & 1 Right),NASDAQ,29-03-2023
TBN,Tamboran Resources Corp,NYSE,27-06-2024
TBNK,Territorial Bancorp Inc,NASDAQ,13-07-2009
TBPH,Theravance Biopharma Inc,NASDAQ,16-05-2014
TBRG,Computer Programs & Systems Inc,NASDAQ,21-05-2002
TBSA,TB SA Acquisition Corp - Class A,NASDAQ,09-06-2021
TBSAU,TB SA Acquisition Corp - Units (1 Ord Share Class A & 1/3 War),NASDAQ,23-03-2021
TBSAW,TB SA Acquisition Corp - Warrants (01/03/2028),NASDAQ,18-05-2021
TBT,PROSHARES ULTRASHORT 20+ YEAR TREASURY ,NYSE ARCA,01-05-2008
TBUX,T. ROWE PRICE ULTRA SHORT-TERM BOND ETF ,NYSE ARCA,29-09-2021
TBX,PROSHARES SHORT 7-10 YEAR TREASURY ,NYSE ARCA,05-04-2011
TC,TuanChe Ltd,NASDAQ,20-11-2018
TCAF,T. ROWE PRICE CAPITAL APPRECIATION EQUITY ETF ,NYSE ARCA,15-06-2023
TCBC,TC Bancshares Inc,NASDAQ,21-07-2021
TCBI,Texas Capital Bancshares Inc,NASDAQ,14-08-2003
TCBIO,Texas Capital Bancshares Inc,NASDAQ,25-02-2021
TCBK,Trico Bancshares,NASDAQ,20-04-1993
TCBP,TC BioPharm (Holdings) plc,NASDAQ,11-02-2022
TCBPW,TC BioPharm (Holdings) plc - Warrants (08/02/2027),NASDAQ,11-02-2022
TCBS,Texas Community Bancshares Inc,NASDAQ,16-07-2021
TCBX,Third Coast Bancshares Inc,NASDAQ,09-11-2021
TCDA,,NASDAQ,23-01-2023
TCHI,ISHARES MSCI CHINA MULTISECTOR TECH ETF ,NASDAQ,01-02-2022
TCHP,T. ROWE PRICE BLUE CHIP GROWTH ETF ,NYSE ARCA,05-08-2020
TCI,Transcontinental Realty Investors Inc,NYSE,05-11-1987
TCMD,Tactile Systems Technology Inc,NASDAQ,28-07-2016
TCOM,Trip.com Group Ltd,NASDAQ,09-12-2003
TCPC,BlackRock TCP Capital Corp,NASDAQ,04-04-2012
TCRT,Alaunos Therapeutics Inc,NASDAQ,24-08-2005
TCRX,Tscan Therapeutics Inc,NASDAQ,16-07-2021
TCTM,Tarena International Inc,NASDAQ,03-04-2014
TCVA,TCV Acquisition Corp - Class A,NASDAQ,14-04-2021
TCX,Tucows Inc - Class A,NASDAQ,30-04-1996
TD,Toronto Dominion Bank,NYSE,30-08-1996
TDAC,Translational Development Acquisition Corp. Ordinary Shares,NASDAQ,13-02-2025
TDACU,Translational Development Acquisition Corp - Units (1 Ord Cls A & 1/2 War),NASDAQ,23-12-2024
TDC,Teradata Corp,NYSE,01-10-2007
TDF,Templeton Dragon Fund Inc,NYSE,15-02-1995
TDG,Transdigm Group Incorporated,NYSE,15-03-2006
TDI,TOUCHSTONE DYNAMIC INTERNATIONAL ETF ,NASDAQ,11-12-2023
TDIV,FIRST TRUST NASDAQ TECHNOLOGY DIVIDEND INDEX FUND ,NASDAQ,14-08-2012
TDOC,Teladoc Health Inc,NYSE,01-07-2015
TDS,Telephone And Data Systems Inc,NYSE,18-09-1991
TDS-P-U,Telephone And Data Systems Inc,NYSE,24-02-2021
TDS-P-V,Telephone And Data Systems Inc,NYSE,10-08-2021
TDSA,Cabana Target Drawdown 5 ETF,NASDAQ,17-09-2020
TDSB,CABANA TARGET BETA ETF ,NASDAQ,17-09-2020
TDSC,CABANA TARGET DRAWDOWN 10 ETF ,NASDAQ,17-09-2020
TDSD,Cabana Target Drawdown 13 ETF,NASDAQ,17-09-2020
TDSE,Cabana Target Drawdown 16 ETF,NASDAQ,17-09-2020
TDTF,FLEXSHARES IBOXX 5-YEAR TARGET DURATION TIPS INDEX FUND ,NYSE ARCA,22-09-2011
TDTH,Trident Digital Tech Holdings Ltd,NASDAQ,10-09-2024
TDTT,FLEXSHARES IBOXX 3-YEAR TARGET DURATION TIPS INDEX FUND ,NYSE ARCA,23-09-2011
TDUP,ThredUp Inc - Class A,NASDAQ,26-03-2021
TDV,PROSHARES S&P TECHNOLOGY DIVIDEND ARISTOCRATS ETF ,BATS,07-11-2019
TDVG,T. ROWE PRICE DIVIDEND GROWTH ETF ,NYSE ARCA,05-08-2020
TDVI,FT VEST TECHNOLOGY DIVIDEND TARGET INCOME ETF ,BATS,10-08-2023
